make,model,highway08,city08,comb08,cylinders,drive,fule Type,year
Honda,CR-Z,38,31,34,4,Front-Wheel Drive,Regular,2016
Honda,CR-Z,39,36,37,4,Front-Wheel Drive,Regular,2016
Chevrolet,Spark,41,31,35,4,Front-Wheel Drive,Regular,2016
Chevrolet,Spark,41,30,34,4,Front-Wheel Drive,Regular,2016
Chevrolet,Camaro,28,17,20,8,Rear-Wheel Drive,Premium,2016
Chevrolet,Camaro,25,16,19,8,Rear-Wheel Drive,Premium,2016
Mitsubishi,Lancer,34,24,28,4,Front-Wheel Drive,Regular,2016
Mitsubishi,Lancer,35,27,30,4,Front-Wheel Drive,Regular,2016
Mitsubishi,Lancer,31,22,25,4,Front-Wheel Drive,Regular,2016
Mitsubishi,Lancer,31,24,27,4,Front-Wheel Drive,Regular,2016
MINI,Cooper S Clubman,32,22,26,4,Front-Wheel Drive,Premium,2016
Toyota,Avalon Hybrid,39,40,40,4,Front-Wheel Drive,Regular,2016
Toyota,Avalon,31,21,24,6,Front-Wheel Drive,Regular,2016
Nissan,Quest,27,20,23,6,Front-Wheel Drive,Regular,2016
Lexus,RX 450h,30,31,30,6,Front-Wheel Drive,Premium,2016
Lexus,RX 350,28,20,23,6,Front-Wheel Drive,Regular,2016
Lexus,RX 350 AWD,26,19,22,6,All-Wheel Drive,Regular,2016
Toyota,RAV4 Hybrid AWD,31,34,33,4,All-Wheel Drive,Regular,2016
Lexus,RX 450h AWD,28,30,30,6,All-Wheel Drive,Premium,2016
BMW,ActiveHybrid 5,30,23,26,6,Rear-Wheel Drive,Premium,2016
Infiniti,Q70,24,16,19,8,Rear-Wheel Drive,Premium,2016
Infiniti,Q70 AWD,23,16,18,8,All-Wheel Drive,Premium,2016
Infiniti,Q70 Hybrid,34,29,31,6,Rear-Wheel Drive,Premium,2016
Infiniti,Q70,26,18,21,6,Rear-Wheel Drive,Premium,2016
Infiniti,Q70 AWD,24,18,20,6,All-Wheel Drive,Premium,2016
Chevrolet,Colorado 2WD,31,22,25,4,Rear-Wheel Drive,Diesel,2016
GMC,Canyon 2WD,31,22,25,4,Rear-Wheel Drive,Diesel,2016
Chevrolet,Colorado 4WD,29,20,23,4,4-Wheel Drive,Diesel,2016
Cadillac,XTS Hearse,21,15,17,6,Front-Wheel Drive,Regular,2016
Cadillac,XTS Limo,21,15,17,6,Front-Wheel Drive,Regular,2016
Toyota,Highlander 2WD,25,20,22,4,Front-Wheel Drive,Regular,2016
Toyota,Highlander 2WD,25,19,21,6,Front-Wheel Drive,Regular,2016
GMC,Canyon 4WD,29,20,23,4,4-Wheel Drive,Diesel,2016
Toyota,Highlander AWD,24,18,20,6,All-Wheel Drive,Regular,2016
Toyota,Highlander Hybrid 4WD,28,27,28,6,All-Wheel Drive,Regular,2016
Toyota,Highlander Hybrid 4WD LE Plus,28,28,28,6,All-Wheel Drive,Regular,2016
Audi,A3 e-tron,37,33,35,4,Front-Wheel Drive,Premium and Electricity,2016
Audi,A3 e-tron ultra,41,37,39,4,Front-Wheel Drive,Premium and Electricity,2016
Cadillac,ELR Sport,33,28,30,4,Front-Wheel Drive,Premium Gas or Electricity,2016
Lexus,RC 200t,32,22,26,4,Rear-Wheel Drive,Premium,2016
Lexus,RC 300 AWD,26,19,21,6,All-Wheel Drive,Premium,2016
Lexus,RC 350,28,19,22,6,Rear-Wheel Drive,Premium,2016
Lexus,RC 350 AWD,26,19,21,6,All-Wheel Drive,Premium,2016
Lexus,RC F,25,16,19,8,Rear-Wheel Drive,Premium,2016
Chevrolet,Camaro,28,19,23,6,Rear-Wheel Drive,Regular,2016
Chevrolet,Malibu,33,22,26,4,Front-Wheel Drive,Regular,2016
MINI,Cooper Clubman,34,25,28,4,Front-Wheel Drive,Premium,2016
MINI,Cooper Clubman,35,25,28,4,Front-Wheel Drive,Premium,2016
Nissan,Altima SR,37,26,30,4,Front-Wheel Drive,Regular,2016
Nissan,Altima,39,27,31,4,Front-Wheel Drive,Regular,2016
Nissan,Altima,32,22,26,6,Front-Wheel Drive,Regular,2016
Lexus,GS F,24,16,19,8,Rear-Wheel Drive,Premium,2016
Mitsubishi,Lancer 4WD,31,23,26,4,All-Wheel Drive,Regular,2016
Chevrolet,Malibu,37,27,31,4,Front-Wheel Drive,Regular,2016
Lexus,GS 200t,33,22,26,4,Rear-Wheel Drive,Premium,2016
Lexus,GS 450h,34,29,31,6,Rear-Wheel Drive,Premium,2016
Lexus,GS 350,29,20,23,6,Rear-Wheel Drive,Premium,2016
Lexus,GS 350 AWD,26,19,22,6,All-Wheel Drive,Premium,2016
Lexus,GS 200t F Sport,30,21,24,4,Rear-Wheel Drive,Premium,2016
Lexus,GS 350 F Sport,28,19,22,6,Rear-Wheel Drive,Premium,2016
Nissan,Pathfinder 2WD,27,20,23,6,Front-Wheel Drive,Regular,2016
Nissan,Pathfinder 4WD,26,19,22,6,4-Wheel Drive,Regular,2016
Nissan,Pathfinder 4WD Platinum,26,19,21,6,4-Wheel Drive,Regular,2016
Fiat,500e,103,121,112,,Front-Wheel Drive,Electricity,2016
Toyota,Sienna 2WD,25,18,21,6,Front-Wheel Drive,Regular,2016
Toyota,Sienna AWD,23,16,19,6,All-Wheel Drive,Regular,2016
Mercedes-Benz,GLC300,28,22,24,4,Front-Wheel Drive,Premium,2016
Mercedes-Benz,GLC300 4matic,28,21,24,4,4-Wheel Drive,Premium,2016
Mercedes-Benz,S550e,30,24,26,6,Rear-Wheel Drive,Premium and Electricity,2016
Ferrari,F12 tdf,15,11,12,12,Rear-Wheel Drive,Premium,2016
Toyota,Prius,50,54,52,4,Front-Wheel Drive,Regular,2016
Toyota,Prius Eco,53,58,56,4,Front-Wheel Drive,Regular,2016
BMW,750i,25,17,20,8,Rear-Wheel Drive,Premium,2016
Chevrolet,SS,20,14,16,8,Rear-Wheel Drive,Premium,2016
Chevrolet,SS,22,14,17,8,Rear-Wheel Drive,Regular,2016
Ford,Taurus FWD,29,20,23,4,Front-Wheel Drive,Regular,2016
Ford,Taurus FWD FFV,27,18,21,6,Front-Wheel Drive,Gasoline or E85,2016
Ford,Taurus FWD,27,18,21,6,Front-Wheel Drive,Regular,2016
Ford,Taurus AWD,24,16,19,6,All-Wheel Drive,Regular,2016
Ford,Taurus AWD,24,17,19,6,All-Wheel Drive,Regular,2016
Ford,Taurus AWD FFV,24,17,19,6,All-Wheel Drive,Gasoline or E85,2016
Lincoln,MKS AWD,24,17,19,6,All-Wheel Drive,Regular,2016
Lincoln,MKS AWD,24,16,19,6,All-Wheel Drive,Regular,2016
Lincoln,MKS FWD,26,17,20,6,Front-Wheel Drive,Regular,2016
Lincoln,MKT Livery FWD,25,18,21,4,Front-Wheel Drive,Regular,2016
Lincoln,MKT Livery AWD,23,16,18,6,All-Wheel Drive,Regular,2016
Ford,Edge FWD,30,20,24,4,Front-Wheel Drive,Regular,2016
Ford,Edge FWD,30,21,24,4,Front-Wheel Drive,Regular,2016
Ford,Edge FWD,26,18,21,6,Front-Wheel Drive,Regular,2016
Buick,Encore AWD,32,26,29,4,All-Wheel Drive,Regular,2016
Ford,Edge AWD,24,17,20,6,All-Wheel Drive,Regular,2016
Ford,Edge AWD,28,20,23,4,All-Wheel Drive,Regular,2016
Ford,Edge AWD,25,17,20,6,All-Wheel Drive,Regular,2016
Ford,Flex FWD,23,16,19,6,Front-Wheel Drive,Regular,2016
Lincoln,MKT FWD,24,16,19,6,Front-Wheel Drive,Regular,2016
Ford,Flex AWD,22,16,18,6,All-Wheel Drive,Regular,2016
Ford,Flex AWD,21,15,17,6,All-Wheel Drive,Regular,2016
Lincoln,MKT AWD,21,15,17,6,All-Wheel Drive,Regular,2016
Buick,Cascada,27,20,23,4,Front-Wheel Drive,Regular,2016
Volvo,S60 AWD,31,22,25,4,All-Wheel Drive,Premium,2016
Nissan,Sentra,36,27,30,4,Front-Wheel Drive,Regular,2016
Nissan,Sentra,38,29,32,4,Front-Wheel Drive,Regular,2016
Nissan,Sentra FE,40,30,34,4,Front-Wheel Drive,Regular,2016
Volvo,V60 AWD,31,22,25,4,All-Wheel Drive,Premium,2016
Nissan,Murano FWD,28,21,24,6,Front-Wheel Drive,Regular,2016
Nissan,Murano AWD,28,21,24,6,All-Wheel Drive,Regular,2016
Chevrolet,Express 2500 2WD Passenger,16,11,13,8,Rear-Wheel Drive,Regular,2016
Chevrolet,Express 3500 2WD Passenger,16,11,12,8,Rear-Wheel Drive,Regular,2016
GMC,Savana 2500 2WD (Passenger),16,11,13,8,Rear-Wheel Drive,Regular,2016
GMC,Savana 3500 2WD (Passenger),16,11,12,8,Rear-Wheel Drive,Regular,2016
Buick,Encore,34,28,30,4,Front-Wheel Drive,Regular,2016
Volvo,XC60 AWD,27,19,22,4,All-Wheel Drive,Premium,2016
Dodge,Durango RWD,27,19,22,6,Rear-Wheel Drive,Regular,2016
Dodge,Durango RWD,22,14,17,8,Rear-Wheel Drive,Midgrade,2016
Jeep,Grand Cherokee 2WD,30,22,25,6,Rear-Wheel Drive,Diesel,2016
Jeep,Grand Cherokee 2WD,26,19,22,6,Rear-Wheel Drive,Regular,2016
Dodge,Durango AWD,25,18,21,6,4-Wheel Drive,Regular,2016
Dodge,Durango AWD,22,14,17,8,All-Wheel Drive,Midgrade,2016
Jeep,Grand Cherokee SRT8 4WD,19,13,15,8,All-Wheel Drive,Premium,2016
Jeep,Grand Cherokee 4WD,28,21,24,6,4-Wheel Drive,Diesel,2016
Jeep,Grand Cherokee 4WD,25,18,21,6,4-Wheel Drive,Regular,2016
Jeep,Grand Cherokee 4WD,22,14,17,8,All-Wheel Drive,Midgrade,2016
BMW,i3 BEV,111,137,124,,Rear-Wheel Drive,Electricity,2016
BMW,i3 REX,37,41,39,2,Rear-Wheel Drive,Premium Gas or Electricity,2016
BMW,i8,29,28,28,3,All-Wheel Drive,Premium and Electricity,2016
Volvo,XC90 AWD PHEV,27,24,25,4,All-Wheel Drive,Premium and Electricity,2016
Tesla,Model S (70 kW-hr battery pack),90,88,89,,Rear-Wheel Drive,Electricity,2016
Tesla,Model S (85 kW-hr battery pack),90,88,89,,Rear-Wheel Drive,Electricity,2016
Tesla,Model S (90 kW-hr battery pack),90,88,89,,Rear-Wheel Drive,Electricity,2016
Nissan,NV200 NYC Taxi,26,23,24,4,Front-Wheel Drive,Regular,2016
Tesla,Model S AWD - 70D,102,101,101,,All-Wheel Drive,Electricity,2016
Tesla,Model S AWD - 85D,106,95,100,,All-Wheel Drive,Electricity,2016
Tesla,Model S AWD - 90D,107,101,103,,All-Wheel Drive,Electricity,2016
Tesla,Model S AWD - P85D,98,89,93,,All-Wheel Drive,Electricity,2016
Tesla,Model S AWD - P90D,100,91,95,,All-Wheel Drive,Electricity,2016
MINI,Cooper Convertible,37,27,31,4,Front-Wheel Drive,Premium,2016
MINI,Cooper Convertible,38,27,31,4,Front-Wheel Drive,Premium,2016
MINI,Cooper S Convertible,34,25,29,4,Front-Wheel Drive,Premium,2016
Chevrolet,Camaro,31,22,25,4,Rear-Wheel Drive,Premium,2016
Chevrolet,Camaro,30,21,24,4,Rear-Wheel Drive,Premium,2016
Infiniti,Q50 Hybrid,34,28,30,6,Rear-Wheel Drive,Premium,2016
Infiniti,Q50 Hybrid AWD,31,27,28,6,All-Wheel Drive,Premium,2016
Cadillac,CT6,31,22,25,4,Rear-Wheel Drive,Regular,2016
Cadillac,CT6 AWD,26,18,21,6,All-Wheel Drive,Premium,2016
Chevrolet,City Express Cargo Van,26,24,25,4,Front-Wheel Drive,Regular,2016
Nissan,NV200 Cargo Van,26,24,25,4,Front-Wheel Drive,Regular,2016
Mitsubishi,Outlander Sport 2WD,29,23,25,4,Front-Wheel Drive,Regular,2016
Mitsubishi,Outlander Sport 2WD,31,24,27,4,Front-Wheel Drive,Regular,2016
Mitsubishi,Outlander Sport 2WD,28,23,25,4,Front-Wheel Drive,Regular,2016
Mitsubishi,Outlander Sport 4WD,29,23,26,4,4-Wheel Drive,Regular,2016
Mitsubishi,Outlander Sport 4WD,27,22,24,4,4-Wheel Drive,Regular,2016
BMW,X5 xDrive35d,30,23,26,6,All-Wheel Drive,Diesel,2016
Nissan,Murano Hybrid FWD,31,28,29,4,Front-Wheel Drive,Regular,2016
Nissan,Murano Hybrid AWD,30,26,28,4,All-Wheel Drive,Regular,2016
Ferrari,F12 tdf,17,12,13,12,Rear-Wheel Drive,Premium,2016
MINI,Cooper S Convertible,33,23,27,4,Front-Wheel Drive,Premium,2016
BMW,M2,26,18,21,6,Rear-Wheel Drive,Premium,2016
BMW,M2,27,20,23,6,Rear-Wheel Drive,Premium,2016
Chevrolet,Cruze,42,30,35,4,Front-Wheel Drive,Regular,2016
Chevrolet,Cruze,41,29,33,4,Front-Wheel Drive,Regular,2016
Chevrolet,Cruze Premier,40,30,34,4,Front-Wheel Drive,Regular,2016
BMW,X4 M40i,25,18,21,6,All-Wheel Drive,Premium,2016
Infiniti,QX60 FWD,27,21,23,6,Front-Wheel Drive,Premium,2016
Infiniti,QX60 AWD,26,19,22,6,All-Wheel Drive,Premium,2016
Infiniti,QX60 Hybrid FWD,28,26,26,4,Front-Wheel Drive,Regular,2016
Infiniti,QX60 Hybrid AWD,28,25,26,4,All-Wheel Drive,Regular,2016
Honda,Civic 2Dr,41,31,35,4,Front-Wheel Drive,Regular,2016
Honda,Civic 2Dr,38,26,31,4,Front-Wheel Drive,Regular,2016
Honda,Civic 2Dr,41,30,34,4,Front-Wheel Drive,Regular,2016
Rolls-Royce,Dawn,19,12,14,12,Rear-Wheel Drive,Premium,2016
Cadillac,CT6 AWD,27,18,22,6,All-Wheel Drive,Regular,2016
BMW,330e,36,28,31,4,Rear-Wheel Drive,Premium and Electricity,2016
Ferrari,F60 America,15,11,13,12,Rear-Wheel Drive,Premium,2016
Ferrari,F60 America,15,12,13,12,Rear-Wheel Drive,Premium,2016
Audi,S8,25,15,19,8,All-Wheel Drive,Premium,2016
Chevrolet,Malibu Hybrid,46,47,46,4,Front-Wheel Drive,Regular,2016
Ford,Focus RS AWD,25,19,22,4,All-Wheel Drive,Premium,2016
Lamborghini,Huracan Spyder,20,14,16,10,All-Wheel Drive,Premium,2016
Porsche,911 Turbo Cabriolet,24,17,20,6,4-Wheel Drive,Premium,2016
Porsche,911 Turbo S Cabriolet,24,17,20,6,4-Wheel Drive,Premium,2016
BMW,M4 GTS,23,16,19,6,Rear-Wheel Drive,Premium,2016
Infiniti,Q50S Red Sport,26,20,22,6,Rear-Wheel Drive,Premium,2016
Infiniti,Q50S Red Sport  AWD,26,19,22,6,All-Wheel Drive,Premium,2016
Infiniti,Q50,31,23,26,4,Rear-Wheel Drive,Premium,2016
Infiniti,Q50 AWD,28,22,24,4,All-Wheel Drive,Premium,2016
Chevrolet,Silverado 15 Hybrid 2WD,24,18,20,8,Rear-Wheel Drive,Regular,2016
GMC,Sierra 15 Hybrid 2WD,24,18,20,8,Rear-Wheel Drive,Regular,2016
Chevrolet,Silverado 15 Hybrid 4WD,21,16,18,8,4-Wheel Drive,Regular,2016
GMC,Sierra 15 Hybrid 4WD,21,16,18,8,4-Wheel Drive,Regular,2016
Buick,Envision AWD,26,20,22,4,All-Wheel Drive,Premium,2016
Roush Performance,F150 Pickup 2WD,15,12,13,8,Rear-Wheel Drive,Premium,2016
Roush Performance,F150 Pickup 4WD,15,12,13,8,4-Wheel Drive,Premium,2016
Infiniti,Q50,28,19,23,6,Rear-Wheel Drive,Premium,2016
Infiniti,Q50 AWD,27,19,22,6,All-Wheel Drive,Premium,2016
Tesla,Model S (75 kW-hr battery pack),100,97,98,,Rear-Wheel Drive,Electricity,2016
Tesla,Model S AWD - 75D,105,102,103,,All-Wheel Drive,Electricity,2016
Tesla,Model X AWD - 75D,95,91,93,,All-Wheel Drive,Electricity,2016
Volkswagen,Beetle Dune,31,24,27,4,Front-Wheel Drive,Regular,2016
Infiniti,Q50S,28,19,23,6,Rear-Wheel Drive,Premium,2016
Infiniti,Q50S AWD,26,18,21,6,All-Wheel Drive,Premium,2016
Dodge,Dart,39,27,32,4,Front-Wheel Drive,Premium,2016
Mazda,CX-9 2WD,28,22,25,4,Front-Wheel Drive,Regular,2016
Land Rover,Range Rover Evoque Convertible,28,20,23,4,4-Wheel Drive,Premium,2016
Mazda,CX-9 4WD,27,21,23,4,4-Wheel Drive,Regular,2016
Mercedes-Benz,GLE550e 4matic,23,20,21,6,4-Wheel Drive,Premium and Electricity,2016
Porsche,911 R,20,14,16,6,Rear-Wheel Drive,Premium,2016
BYD,e6,71,73,72,,Front-Wheel Drive,Electricity,2016
Hyundai,Santa Fe Sport FWD,28,20,23,4,Front-Wheel Drive,Regular,2017
Hyundai,Santa Fe Sport Ultimate FWD,27,20,23,4,Front-Wheel Drive,Regular,2017
Hyundai,Santa Fe Sport AWD,26,19,22,4,All-Wheel Drive,Regular,2017
Hyundai,Santa Fe Sport Ultimate AWD,24,19,21,4,All-Wheel Drive,Regular,2017
Audi,Q7,25,19,21,6,All-Wheel Drive,Premium,2017
Hyundai,Elantra SE,38,29,33,4,Front-Wheel Drive,Regular,2017
Hyundai,Elantra,37,28,32,4,Front-Wheel Drive,Regular,2017
Hyundai,Elantra,36,26,29,4,Front-Wheel Drive,Regular,2017
Hyundai,Santa Fe FWD,25,18,21,6,Front-Wheel Drive,Regular,2017
Hyundai,Santa Fe Ultimate FWD,23,17,20,6,Front-Wheel Drive,Regular,2017
Hyundai,Santa Fe AWD,24,18,20,6,All-Wheel Drive,Regular,2017
Hyundai,Santa Fe Ultimate AWD,22,17,19,6,All-Wheel Drive,Regular,2017
Hyundai,Santa Fe Sport FWD,27,21,24,4,Front-Wheel Drive,Regular,2017
Hyundai,Santa Fe Sport AWD,26,20,22,4,All-Wheel Drive,Regular,2017
Kia,Sportage FWD,29,22,25,4,Front-Wheel Drive,Regular,2017
Kia,Sportage FE FWD,30,23,26,4,Front-Wheel Drive,Regular,2017
Kia,Sportage FWD,26,21,23,4,Front-Wheel Drive,Regular,2017
Kia,Sportage AWD,25,21,23,4,All-Wheel Drive,Regular,2017
Kia,Sportage FE AWD,25,21,22,4,All-Wheel Drive,Regular,2017
Kia,Sportage AWD,23,20,21,4,All-Wheel Drive,Regular,2017
Cadillac,XT5,27,19,22,6,Front-Wheel Drive,Regular,2017
Cadillac,XT5 AWD,26,18,21,6,All-Wheel Drive,Regular,2017
Mitsubishi,Mirage,41,33,36,3,Front-Wheel Drive,Regular,2017
Mitsubishi,Mirage,43,37,39,3,Front-Wheel Drive,Regular,2017
Chrysler,Pacifica,28,18,22,6,Front-Wheel Drive,Regular,2017
Mitsubishi,i-MiEV,102,121,112,,Rear-Wheel Drive,Electricity,2017
Audi,R8,22,14,17,10,All-Wheel Drive,Premium,2017
Audi,R8 Spyder,22,14,17,10,All-Wheel Drive,Premium,2017
Audi,A4 quattro,31,24,27,4,All-Wheel Drive,Premium,2017
Audi,A4,33,25,28,4,Front-Wheel Drive,Premium,2017
Subaru,WRX,27,20,23,4,All-Wheel Drive,Premium,2017
Subaru,WRX,24,18,21,4,All-Wheel Drive,Premium,2017
Subaru,WRX,23,17,19,4,All-Wheel Drive,Premium,2017
BMW,740i xDrive,28,19,22,6,All-Wheel Drive,Premium,2017
Acura,RDX FWD,28,20,23,6,Front-Wheel Drive,Premium,2017
Acura,RDX AWD,27,19,22,6,All-Wheel Drive,Premium,2017
Chevrolet,Volt,42,43,42,4,Front-Wheel Drive,Regular Gas or Electricity,2017
Jaguar,F-Type R AWD Coupe,23,15,18,8,All-Wheel Drive,Premium,2017
Jaguar,F-Type R AWD Convertible,23,15,18,8,All-Wheel Drive,Premium,2017
Jaguar,F-Type Coupe,28,20,23,6,Rear-Wheel Drive,Premium,2017
Jaguar,F-Type Convertible,28,20,23,6,Rear-Wheel Drive,Premium,2017
Jaguar,F-Type S Coupe,27,19,22,6,Rear-Wheel Drive,Premium,2017
Jaguar,F-Type S Convertible,27,19,22,6,Rear-Wheel Drive,Premium,2017
Jaguar,F-Type S AWD Coupe,26,18,21,6,All-Wheel Drive,Premium,2017
Jaguar,F-Type S AWD Convertible,26,18,21,6,All-Wheel Drive,Premium,2017
Jaguar,F-Type Coupe,24,16,19,6,Rear-Wheel Drive,Premium,2017
Jaguar,F-Type Convertible,24,16,19,6,Rear-Wheel Drive,Premium,2017
Jaguar,F-Type S Coupe,24,15,18,6,Rear-Wheel Drive,Premium,2017
Jaguar,F-Type S Convertible,24,15,18,6,Rear-Wheel Drive,Premium,2017
MINI,John Cooper Works Convertible,31,22,25,4,Front-Wheel Drive,Premium,2017
BMW,640i Coupe,30,21,24,6,Rear-Wheel Drive,Premium,2017
BMW,640i Convertible,29,20,23,6,Rear-Wheel Drive,Premium,2017
BMW,640i xDrive Coupe,28,19,22,6,All-Wheel Drive,Premium,2017
BMW,640i xDrive Convertible,28,19,22,6,All-Wheel Drive,Premium,2017
BMW,M6 Coupe,22,15,17,8,Rear-Wheel Drive,Premium,2017
BMW,M6 Coupe,20,14,16,8,Rear-Wheel Drive,Premium,2017
BMW,M6 Convertible,22,15,17,8,Rear-Wheel Drive,Premium,2017
BMW,M6 Convertible,20,14,16,8,Rear-Wheel Drive,Premium,2017
BMW,640i Gran Coupe,29,20,23,6,Rear-Wheel Drive,Premium,2017
BMW,640i xDrive Gran Coupe,28,19,22,6,All-Wheel Drive,Premium,2017
BMW,M6 Gran Coupe,22,15,17,8,Rear-Wheel Drive,Premium,2017
BMW,M6 Gran Coupe,20,14,16,8,Rear-Wheel Drive,Premium,2017
Mitsubishi,Mirage G4,40,33,35,3,Front-Wheel Drive,Regular,2017
Mitsubishi,Mirage G4,42,35,37,3,Front-Wheel Drive,Regular,2017
Hyundai,Elantra GT,32,24,27,4,Front-Wheel Drive,Regular,2017
MINI,Cooper S Clubman All4,31,22,26,4,All-Wheel Drive,Premium,2017
MINI,Cooper S Clubman All4,30,21,24,4,All-Wheel Drive,Premium,2017
BMW,X3 sDrive 28i,28,21,24,4,Rear-Wheel Drive,Premium,2017
BMW,X3 xDrive28i,28,21,24,4,All-Wheel Drive,Premium,2017
BMW,X3 xDrive35i,26,19,21,6,All-Wheel Drive,Premium,2017
BMW,X4 M40i,26,19,21,6,All-Wheel Drive,Premium,2017
MINI,John Cooper Works Convertible,32,24,27,4,Front-Wheel Drive,Premium,2017
Hyundai,Elantra GT,32,24,27,4,Front-Wheel Drive,Regular,2017
Kia,Sedona,24,18,20,6,Front-Wheel Drive,Regular,2017
Kia,Sedona SX,25,18,21,6,Front-Wheel Drive,Regular,2017
Kia,Sedona SXL,22,17,19,6,Front-Wheel Drive,Regular,2017
Ford,Escape FWD,29,21,24,4,Front-Wheel Drive,Regular,2017
Ford,Escape FWD,30,23,26,4,Front-Wheel Drive,Regular,2017
Ford,Escape FWD,29,22,25,4,Front-Wheel Drive,Regular,2017
Ford,Escape FWD FFV,29,21,24,4,Front-Wheel Drive,Gasoline or E85,2017
Lincoln,MKC FWD,28,21,23,4,Front-Wheel Drive,Regular,2017
Ford,Escape AWD,27,20,23,4,All-Wheel Drive,Regular,2017
Ford,Escape AWD,28,22,24,4,All-Wheel Drive,Regular,2017
Lincoln,MKC AWD,25,18,21,4,All-Wheel Drive,Regular,2017
Lincoln,MKC AWD,25,19,21,4,All-Wheel Drive,Regular,2017
Lincoln,MKC AWD,25,19,22,4,All-Wheel Drive,Regular,2017
Subaru,Forester AWD,27,23,25,4,All-Wheel Drive,Premium,2017
Mercedes-Benz,GLS450 4matic,22,17,19,6,4-Wheel Drive,Premium,2017
Mercedes-Benz,AMG GLS63,17,13,14,8,4-Wheel Drive,Premium,2017
BMW,650i xDrive Coupe,24,16,19,8,All-Wheel Drive,Premium,2017
BMW,650i xDrive Convertible,24,15,18,8,All-Wheel Drive,Premium,2017
Maserati,GranTurismo,21,13,16,8,Rear-Wheel Drive,Premium,2017
Maserati,GranTurismo Convertible,20,13,15,8,Rear-Wheel Drive,Premium,2017
Acura,ILX,35,25,29,4,Front-Wheel Drive,Premium,2017
BMW,650i xDrive Gran Coupe,24,15,18,8,All-Wheel Drive,Premium,2017
BMW,Alpina B6 xDrive Gran Coupe,24,15,18,8,All-Wheel Drive,Premium,2017
Ford,Fusion AWD,29,20,23,4,All-Wheel Drive,Regular,2017
Ford,Fusion FWD,34,23,27,4,Front-Wheel Drive,Regular,2017
Ford,Fusion Hybrid FWD,41,43,42,4,Front-Wheel Drive,Regular,2017
Hyundai,Elantra,40,32,35,4,Front-Wheel Drive,Regular,2017
Lincoln,MKZ Hybrid FWD,38,41,40,4,Front-Wheel Drive,Regular,2017
Lincoln,MKZ AWD,28,20,23,4,All-Wheel Drive,Regular,2017
Lincoln,MKZ FWD,31,21,24,4,Front-Wheel Drive,Regular,2017
BMW,550i xDrive Gran Turismo,24,15,18,8,All-Wheel Drive,Premium,2017
Genesis,G80 RWD,28,18,22,6,Rear-Wheel Drive,Regular,2017
Genesis,G80 AWD,25,16,19,6,All-Wheel Drive,Regular,2017
Kia,Sorento FWD,27,20,23,4,Front-Wheel Drive,Regular,2017
Kia,Sorento FWD,28,21,24,4,Front-Wheel Drive,Regular,2017
Kia,Sorento FWD,25,18,20,6,Front-Wheel Drive,Regular,2017
Jaguar,F-Pace,23,18,20,6,All-Wheel Drive,Premium,2017
Kia,Sorento AWD,25,19,22,4,All-Wheel Drive,Regular,2017
Kia,Sorento AWD,25,21,22,4,All-Wheel Drive,Regular,2017
Kia,Sorento AWD,23,17,19,6,All-Wheel Drive,Regular,2017
Kia,Sorento AWD FE,25,18,21,6,All-Wheel Drive,Regular,2017
Mercedes-Benz,GLS550 4matic,18,14,16,8,4-Wheel Drive,Premium,2017
Jaguar,XE,30,21,24,4,Rear-Wheel Drive,Premium,2017
Ford,Fusion FWD,31,21,25,4,Front-Wheel Drive,Regular,2017
Honda,Ridgeline FWD,26,19,22,6,Front-Wheel Drive,Regular,2017
Honda,Ridgeline AWD,25,18,21,6,All-Wheel Drive,Regular,2017
GMC,Acadia FWD,26,21,23,4,Front-Wheel Drive,Regular,2017
GMC,Acadia FWD,25,18,21,6,Front-Wheel Drive,Regular,2017
GMC,Acadia AWD,25,21,23,4,All-Wheel Drive,Regular,2017
GMC,Acadia AWD,25,18,20,6,All-Wheel Drive,Regular,2017
Kia,Rio Eco,36,27,31,4,Front-Wheel Drive,Regular,2017
Kia,Rio,36,27,30,4,Front-Wheel Drive,Regular,2017
Kia,Rio,36,27,31,4,Front-Wheel Drive,Regular,2017
Porsche,Macan S,23,17,19,6,All-Wheel Drive,Premium,2017
Porsche,Macan GTS,23,17,19,6,All-Wheel Drive,Premium,2017
Porsche,Cayenne S,24,17,20,6,All-Wheel Drive,Premium,2017
Porsche,Cayenne GTS,23,16,19,6,All-Wheel Drive,Premium,2017
Porsche,911 Turbo,24,19,21,6,All-Wheel Drive,Premium,2017
Porsche,911 Turbo Cabriolet,24,19,21,6,All-Wheel Drive,Premium,2017
Porsche,911 Turbo S,24,19,21,6,All-Wheel Drive,Premium,2017
Porsche,911 Turbo S Cabriolet,24,19,21,6,All-Wheel Drive,Premium,2017
Mercedes-Benz,C300 Coupe 4matic,29,23,25,4,4-Wheel Drive,Premium,2017
Ford,Fusion FWD,32,21,25,4,Front-Wheel Drive,Regular,2017
Subaru,Legacy AWD,28,20,23,6,All-Wheel Drive,Regular,2017
Hyundai,Sonata Limited,30,21,24,4,Front-Wheel Drive,Regular,2017
Hyundai,Sonata,36,25,29,4,Front-Wheel Drive,Regular,2017
Hyundai,Sonata Sport Limited,35,25,28,4,Front-Wheel Drive,Regular,2017
Porsche,Macan Turbo,23,17,19,6,All-Wheel Drive,Premium,2017
Subaru,Outback AWD,27,20,22,6,All-Wheel Drive,Regular,2017
Acura,NSX Hybrid,22,21,21,6,All-Wheel Drive,Premium,2017
